id,created_at,deleted_at,team_id
304f70f2-a7d9-4bfd-b487-dc6507e5c5af,2024-01-19 05:16:42.528591+00,2024-08-18 00:00:00.189885+00,ac24b4c2-64f5-491b-9a02-69122cb46cf3
5cf703dd-c528-41e2-9157-92cdf9cf04b8,2024-02-11 15:22:46.233984+00,2024-08-25 00:00:00.079552+00,c8284c83-69c2-4aac-911b-4b88f8bfad0d
73fb67b7-d25c-463c-9389-953bff9735d2,2024-05-13 14:42:41.88442+00,,2543058a-0cb6-4250-9719-e897be52a8fd
9e1b82e3-22bd-4319-8a62-747c907796ef,2022-06-14 12:40:50.089706+00,,f2a06e3f-e306-4056-b666-56542a73c394
4337efdc-c9db-4535-88e5-238771234466,2024-08-27 07:06:28.723676+00,,a9955a9b-cd09-4bfc-8777-802fdafcab1a
04307b46-1b8b-4fa8-a82a-9ce74271be62,2023-02-20 08:42:03.009181+00,,cb950655-e743-4ca8-8d0f-a6aa8afa64e6
361a64bd-2565-49d1-ac26-4aa859e7316c,2024-09-03 06:50:06.039673+00,,7323711c-b64d-429d-a838-648aefbc481d
52c3d256-3054-4936-99a9-9f04ae0a3b96,2022-06-29 07:42:31.407321+00,,865f2473-d7b6-4c64-9e78-066b99500b88
83c9b455-4293-4bf7-98aa-13ac525f3559,2024-09-11 05:51:26.070969+00,,ed07cc34-ce0d-4810-92e4-e06f927be4da
7402706b-97ed-45c5-a488-1acbc1e38fd5,2021-07-16 15:44:29.247222+00,2024-09-11 00:00:00.19737+00,eece6420-a43a-401c-afcf-52770f759a0a
be2a5992-1a35-468d-89fe-e2e37953d879,2023-09-26 08:24:11.807546+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
3e57ea59-6a73-4dbd-bc92-9aa5a482849b,2023-10-02 09:31:49.164688+00,,963b5da7-fbb3-49cf-81e5-fbfa8bfbfc1d
d104981f-ca6d-4792-b595-b12c8b7d609d,2023-07-25 06:18:47.618165+00,,dac8bdb7-4ea3-48e9-91eb-9972c232e7f2
d55325cf-c027-44f8-beae-ed080638ba3a,2023-05-11 11:04:46.902347+00,,4a43ab73-b67b-4980-b3e0-2a7e619d42ac
06ad9ee6-fcd0-4444-8355-ea3583880834,2024-10-07 07:19:54.44134+00,,1754d15d-b2de-4b14-9cf2-c2172935e1e9
68b20639-0a6f-42b6-9013-9e291ede4983,2021-11-02 12:49:07.915499+00,,783e435b-9dac-44d4-850a-ecea315a8a4b
88ce31e8-50b5-46cc-946a-cf61a13545b6,2023-07-25 06:18:47.618165+00,,2e4e84ad-ff7a-4af2-9017-c2faf2704669
6a1cd672-e4d7-4ddc-b732-de7044817f3f,2023-06-07 14:20:56.680267+00,,7825383d-a2ce-48a2-bfeb-ba9966d2a829
59152bff-c533-4db1-a965-0642cd56a0b6,2022-09-14 08:52:36.71309+00,2024-09-11 00:00:00.19737+00,d8fbab6d-1d2d-4de9-bea9-db7c5b3ce5f4
65b229d5-e3a2-4b17-a87d-e34cc191bc5a,2022-02-14 16:13:25.523801+00,,a389ed27-7e2e-412b-97ae-2ff39c5b5808
5bff7412-64ba-44dc-8e01-1571db7883a8,2023-04-07 08:35:55.064642+00,,2d1b5801-15aa-402b-be86-d787042fc270
8e0d4cff-b7d4-40f9-b028-092a4d68c4e2,2023-05-10 12:46:34.162267+00,,fc3e3885-94ff-41f4-ae64-a12caa493676
8d6cc82e-45da-44fb-ab9f-3899f77c1ebe,2023-06-07 14:20:58.431585+00,,7825383d-a2ce-48a2-bfeb-ba9966d2a829
bb8aa7ae-9b0e-4a98-b1a8-ca4ddda43f09,2023-10-11 10:05:09.341522+00,,963b5da7-fbb3-49cf-81e5-fbfa8bfbfc1d
c44a9123-b10d-4198-89cf-6f192ad94441,2024-01-04 09:47:38.501651+00,,963b5da7-fbb3-49cf-81e5-fbfa8bfbfc1d
e0ca2fde-5765-429f-8025-4c520a089f5f,2022-04-22 15:44:14.452742+00,,377a4f2b-1488-4cda-9281-0239145e643a
21836db6-d549-4571-b6ad-cb73731c2433,2023-02-17 17:17:51.214271+00,,94616575-ef45-41f7-aecf-0cadcdf7ebaa
bc56f085-e36c-4abd-a27a-51de1fe91daf,2024-09-28 11:38:11.65893+00,,f05a5e08-cda5-4e0c-9ea0-09f5eb47aebb
fbca789c-d33b-4ae1-ac86-cd708523c98f,2022-02-24 08:07:45.801597+00,,a389ed27-7e2e-412b-97ae-2ff39c5b5808
9faba654-2e48-4cfe-b69f-cb3df8d7c6c6,2022-06-07 14:00:10.928431+00,,f2a06e3f-e306-4056-b666-56542a73c394
b1e13956-95c3-4c03-93f9-272cb7756939,2024-01-09 18:26:13.143783+00,,7825383d-a2ce-48a2-bfeb-ba9966d2a829
1130d70e-dc3f-412a-b1a4-e10e7bf9b4ab,2021-06-09 12:33:45.75331+00,,b9068042-1271-4ac8-b4e1-941298c122a0
c30a9250-c5bc-479d-8e34-c26d759ed9c2,2024-02-06 13:39:40.119909+00,,7825383d-a2ce-48a2-bfeb-ba9966d2a829
9bbe7b76-7cbf-4dc2-8b04-ddc8ac8e5a67,2024-04-03 13:32:56.513961+00,,45700a20-8c9a-455d-8a61-dfb5320166b7
0104f11d-2bf9-4c2c-90a9-caf30b81b905,2022-06-07 14:00:11.116192+00,,f2a06e3f-e306-4056-b666-56542a73c394
87ee5fde-41c8-4189-870c-18ae561640d9,2024-01-09 18:26:12.457699+00,,7825383d-a2ce-48a2-bfeb-ba9966d2a829
27c36acc-c60a-45d1-9735-bac143b639e4,2022-01-11 10:31:34.111431+00,,a67a656a-c3ab-4de2-8ccc-6dfd2c30639f
67ea6b0b-e6fb-4db2-9118-9ecd6c683c82,2022-03-09 09:15:45.07971+00,,a389ed27-7e2e-412b-97ae-2ff39c5b5808
7e1a4f65-939c-4bc0-95ec-b7af074774f1,2022-12-30 08:55:01.449865+00,2023-07-30 00:00:00.520879+00,c23c9c75-9a4f-4d70-bcf9-ecf8407fdc69
5d350ed2-592d-418e-98a7-37cfc5959826,2020-11-06 14:48:52.5027+00,,091b32d7-c4f8-4184-9b38-c952b014c3c5
ac5ef3b1-0fc6-45a8-8d96-c468b66a334c,2024-05-14 12:14:42.028564+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
37b6a4e9-b5bb-4a51-acaf-c07c412a3b75,2021-11-26 20:17:28.778463+00,,f44715e2-6e90-41c3-ba87-888d7764c063
6ede1e55-6eb5-4b4b-899f-b599c7e672cf,2024-03-01 13:04:50.461996+00,,2d1b5801-15aa-402b-be86-d787042fc270
cdbe702d-e971-4677-abb8-a58da960c840,2024-09-06 06:57:30.09977+00,,47b7ba60-6fd6-4e5f-9e0f-4c89d360346a
015e9c6b-930c-45a9-9bf4-5522ee7e84d7,2022-09-02 18:27:29.749152+00,,f44715e2-6e90-41c3-ba87-888d7764c063
fbfe1473-6d77-455d-9bee-cccabdd710e2,2024-01-29 17:49:26.814741+00,,7825383d-a2ce-48a2-bfeb-ba9966d2a829
d9aa4d1c-644c-4cdc-9b96-751e710897fc,2022-01-11 10:31:32.734599+00,,a67a656a-c3ab-4de2-8ccc-6dfd2c30639f
993ab64d-bc19-4312-a6d4-095305f32350,2024-10-07 11:37:04.093159+00,,d33d4e38-bca4-45b8-aed5-dcf9a24aa336
01032ab6-6b4c-4535-8386-347123056b7f,2023-09-05 17:14:53.607071+00,,7825383d-a2ce-48a2-bfeb-ba9966d2a829
da3a36af-5365-4596-8ec4-ed7aee42da9d,2023-05-31 09:06:22.958882+00,,640245a7-673b-49ad-a82c-95dc8cacee5b
ee3b1e6b-6234-45ab-965e-fc16cc085259,2023-09-13 16:43:47.888763+00,,7825383d-a2ce-48a2-bfeb-ba9966d2a829
1c7d6396-347a-4f26-b3a2-f76ba980cc10,2023-07-30 12:45:03.034796+00,2024-09-11 00:00:00.19737+00,96aa1ff1-e1e1-4c54-ab00-12fa850291f1
b652f416-23b8-4bee-b310-54f5446c7ab2,2024-09-03 07:02:17.151192+00,,cad594d3-e120-4e64-88ba-02d755643bbc
afc9f9cf-f89f-44b0-b40c-9ef6a910c8df,2022-03-08 07:41:43.071783+00,,a389ed27-7e2e-412b-97ae-2ff39c5b5808
fe46cdff-91b6-4643-87f8-358608179414,2023-07-20 07:14:58.416385+00,,f2a06e3f-e306-4056-b666-56542a73c394
89285e30-dd6e-48df-b0c6-c787970a2081,2023-05-10 12:46:33.407262+00,,fc3e3885-94ff-41f4-ae64-a12caa493676
59f01836-9824-4a4a-9f8a-364224422f63,2023-04-26 07:25:34.807871+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
540f64ea-86a6-4197-a904-9adc12374640,2023-07-03 15:28:30.27175+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
80b2ac6e-ad79-454c-8982-15c8021991db,2022-05-20 07:26:01.755663+00,,cad594d3-e120-4e64-88ba-02d755643bbc
5df44c23-69fb-4c92-a9af-dfb44044c089,2024-04-30 09:44:02.461374+00,,97bc099a-97f9-42f5-8a01-fe42e287823e
416085e7-0f93-422f-872e-ad4b43c1d9a8,2023-11-07 12:54:35.380624+00,,cb5247cf-67a4-4d73-9eb5-b93339c5c88f
db1e5e1b-cf85-4eb5-8ffb-00fdc47eb155,2021-12-09 13:52:03.058543+00,,f44715e2-6e90-41c3-ba87-888d7764c063
5d0fa2e8-8677-40b6-b53c-275da80c5a9b,2024-08-27 07:06:28.987994+00,,a9955a9b-cd09-4bfc-8777-802fdafcab1a
82b1346e-e88a-44b5-b3d4-c7034f045ca6,2023-04-07 14:44:08.062655+00,2024-09-11 00:00:00.19737+00,7aa07e02-4e41-459b-8c78-dd4e6509337b
0f177f3b-3e06-407a-aba2-c2400c2ac221,2023-12-26 08:48:01.330968+00,,2a861ffe-6b31-41b8-8a89-e5fbc1518dd7
66734dcb-c350-44b0-8c44-35576d5382b7,2023-09-05 10:41:15.548684+00,2024-10-06 00:00:00.122183+00,78ecbee3-b4a8-46ac-a1cc-98d9ec6839e9
1592dac3-fefc-4d46-bf40-d3a48b518445,2024-06-24 14:45:38.113984+00,,d20d20c8-126c-44ae-876d-149487477916
c2c6a0ba-9dc6-45ee-aba2-4611250abbd9,2024-04-11 12:22:41.876806+00,,783e435b-9dac-44d4-850a-ecea315a8a4b
d3257265-ccd7-4a82-becf-866bc80de902,2024-09-06 08:25:14.821294+00,,7bc0c482-3385-4da0-b73d-bf5a2480e697
ef226705-4a82-41ef-a929-e884c6c1d653,2024-09-11 05:51:26.322398+00,,ed07cc34-ce0d-4810-92e4-e06f927be4da
41040529-b71d-4b0b-887f-3d43b0f3375a,2024-10-07 11:37:05.002819+00,,d33d4e38-bca4-45b8-aed5-dcf9a24aa336
b4967020-a9a1-49e3-bb23-0e5d4ffb7730,2024-03-11 11:33:43.633471+00,,6fb98560-760c-4c2a-967d-8b3b01eaa346
592c97f6-1bc7-4334-a8cc-40dfcada675d,2022-01-27 22:11:15.967425+00,,a1e7b8bb-34f0-4e86-89cd-f941f179e337
